split,task,seed,layer,scale,mean_count,top_alignment,top_minus_random,synonym_residual_cosine,target_residual_cosine,semantic_separation,synonym_mask_jaccard,target_mask_jaccard,mask_jaccard_separation
exploration,open_drawer,32,11,0.75,21.333333333333332,0.3544874380997012,0.3056897353195773,0.837371270870976,0.7976628768362332,0.0397083940347428,0.7072678475577027,0.5856452726017943,0.1216225749559083
exploration,open_drawer,32,11,1.0,28.666666666666668,0.3454539730048721,0.26556086770989334,0.9292613180822976,0.8941030016220761,0.03515831646022146,0.7892105640584343,0.7105263157894738,0.07868424826896055
exploration,open_drawer,32,11,1.25,36.0,0.33578971914143807,0.2735252521789498,0.8912026964463161,0.8697837372397759,0.021418959206540245,0.8418918918918918,0.8264550264550264,0.015436865436865435
exploration,open_drawer,32,14,0.75,21.333333333333332,0.30593369282728394,0.2571359900471601,0.9039618139613642,0.841669515087139,0.062292298874225195,0.909903381642512,0.8040293040293042,0.105874077613208
exploration,open_drawer,32,14,1.0,28.666666666666668,0.2735818648022625,0.1936887595072838,0.9655330394944784,0.9674593712123362,-0.001926331717857684,0.8685465768799102,0.8293067226890756,0.03923985419083461
exploration,open_drawer,32,14,1.25,36.0,0.3341809817814807,0.2719165148189924,0.9636265589208942,0.920627614667934,0.042998944252960324,0.8990079365079365,0.8631964241720339,0.035811512335902594
exploration,open_drawer,56,9,0.75,28.0,0.16344425704278195,0.15481573025898684,0.8557612708167818,0.8221040339081976,0.03365723690858421,0.7719121836768895,0.7611111111111111,0.010801072565778483
exploration,open_drawer,56,9,1.0,37.0,0.3407131742371609,0.3212285711291059,0.9030173476813664,0.9281614902607193,-0.02514414257935275,0.8629942286157292,0.8496963562753036,0.013297872340425529
exploration,open_drawer,56,9,1.25,46.0,0.31977272662236134,0.26349608654469076,0.9988373146562354,0.8961211086977195,0.1027162059585159,0.978835978835979,0.8764205198987808,0.10241545893719806
exploration,open_drawer,56,11,0.75,28.0,0.29442350413212504,0.2857949773483299,0.8876742413576747,0.7642598719473161,0.12341436941035859,0.7397839109970047,0.6642754662840745,0.0755084447129301
exploration,open_drawer,56,11,1.0,37.0,0.2830927484964539,0.263608145388399,0.9220583993120464,0.8775259905968974,0.04453240871514896,0.8881224337439342,0.795424836601307,0.09269759714262715
